property_name,square_feet,transaction,status,furnishing,facing,description,price_per_sqft,price_lakhs,floor_number,total_floors,area_name,property_type
1 BHK  House for Sale in Olpad Surat,527.0,Unfurnished,Ready to Move,West,Unknown,This corner row house offers a unique blend of urban living and historic charm with its 17x31 size.Read more,3035.0,20.0,,,Carpet,Area
2 BHK Apartment for Sale in Nana Varachha Surat,1193.0,Resale,Ready to Move,Semi-Furnished,East,The Home consists of 2 furnished bathroom and also has 2 balconies. It is located on 4th floor of the 10 floors in the tower and is well ventilated. This is a 2 bed room apartment present in Nana Varachha. It offers 1190 Sq-ft area for use. Expected price of the Home is fixed at 40 Lac. Patel community.Read more,3269.0,39.0,4.0,10.0,Super,Area
2 BHK Apartment for Sale in Lambe Hanuman Road Surat,1000.0,Resale,Ready to Move,Furnished,Unknown,Well maintained Furniture,3077.0,40.0,3.0,5.0,Carpet,Area
2 BHK  House for Sale in Olpad Sayan Road Surat,1000.0,Resale,Ready to Move,Unfurnished,Unknown,"2 BHK, Residential House is available for Sale in Olpad Sayan Road, Surat for 16.0 Lac(s)Read more",1600.0,16.0,1.0,,Super,Area
3 BHK  House for Sale in Kamrej Surat,1100.0,Resale,Ready to Move,Unfurnished,Unknown,"3 BHK, Residential House is available for Sale in Kamrej, Surat for 27.0 Lac(s)Read more",2455.0,27.0,2.0,,Super,Area
Shop for Sale in Adajan Surat,222.0,Resale,Ready to Move,Unknown,Unknown,road touch,10162.0,44.0,14.0,,Carpet,Area
1 BHK Builder Floor for Sale in Olpad Surat,756.0,Resale,Ready to Move,Unfurnished,Unknown,Builder Floor Apartment is located at the advantageous 5th floor in a tower of total 5 floors. Read more,1984.0,15.0,5.0,5.0,Super,Area
2 BHK Penthouse for Sale in L P Savani Surat,1446.0,Resale,Ready to Move,Semi-Furnished,Unknown,"Enroute Adajan to Pal, is placed within 100 meters from L P Savani School, backside of Subhash Chandra Bose Road, joining Pandit Deendayal Upadhyay Cable Bridge directly. Thus one of the primemost areas of Surat.This flat is equipped with gas pipeline, gas geyser, and a huge individual privately owned accessed terrace of 900 sq feet dedicated only for the owners of this wonderful dwelling unit.School, Hospitals, Banks, Groceries, Hardware, Dairy shops, Vegetables, Chakki, Farsan wala etc all within 100 meters distance. Therefore, one of the best locations available.Read more",4006.0,39.9,4.0,4.0,Carpet,Area
2 BHK Apartment for Sale in Honey Park Surat,950.0,Resale,Ready to Move,Semi-Furnished,Unknown,"2 BHK, Multistorey Apartment is available for Sale in , Surat for 35.0 Lac(s)Read more",3043.0,35.0,2.0,4.0,Carpet,Area
Shop for Sale in VIP Road Surat,180.0,Resale,Ready to Move,26 Covered,Unknown,"ground floor shop, new modern complex, cabinet work and electricity work completedRead more",12500.0,45.0,6.0,,Carpet,Area
2 BHK Apartment for Sale in 503RIDDHI SIDDHI RESIDENCY Surat,750.0,Resale,Ready to Move,Semi-Furnished,East,"good looking a morning sun light, nearby schools, hotels, vegetables market, hospitalsRead more",3333.0,35.0,5.0,6.0,Carpet,Area
2 BHK Apartment for Sale in vatika township Surat,1025.0,Resale,Ready to Move,Furnished,Unknown,"2 BHK, Multistorey Apartment is available for Sale in , Surat for 48.0 Lac(s)Read more",4683.0,48.0,5.0,6.0,Super,Area
2 BHK Apartment for Sale in Rander Road Surat,1100.0,Resale,Ready to Move,Unfurnished,East,"Security Cabin, CCTV surveillance, Piped Gas Gujarat Gas,  Parking areaRead more",3455.0,38.0,3.0,5.0,Super,Area
Shop for Sale in Kadodara Surat,150.0,Resale,Ready to Move,Unknown,Unknown,"Commercial Shop is available for Sale in Kadodara, Surat for 7.50 Lac(s)Read more",5000.0,7.5,1.0,4.0,Super,Area
2 BHK Apartment for Sale in Kailash Nagar Surat,1200.0,Resale,Ready to Move,Unfurnished,Unknown,"2 BHK, Multistorey Apartment is available for Sale in Kailash Nagar, Surat for 30.0 Lac(s)Read more",,30.0,8.0,9.0,Carpet,Area
2 BHK Builder Floor for Sale in devdhgam Surat,734.0,Resale,Ready to Move,Furnished,East,"Bedroom full furniture, Air conditioner in Bedroom, Inventor for power cut backup approx 6 hours, Sofa set with tea table, full furniture in kitchen, Washing machine,  R O filter in kitchen, WiFi connection, Front door with Personal security camera with mobile connect ,Bathroom with Water Heaters  Exhaust Fan.Read more",2749.0,28.5,2.0,5.0,Carpet,Area
1 BHK Apartment for Sale in pavitra residency Surat,440.0,Resale,Ready to Move,Semi-Furnished,Unknown,"1 BHK, Multistorey Apartment is available for Sale in , Surat for 25.0 Lac(s)Read more",3420.0,25.0,4.0,5.0,Carpet,Area
"2 BHK Apartment for Sale in Mangal pushp apartment,  L P SAVANI CIRCLE adajan Surat",750.0,Resale,Ready to Move,Semi-Furnished,Unknown,"Multistorey apartment is available for sale. It covered area of 750 sq-ft, it is a good location property. Please contact for more details.Read more",3200.0,24.0,2.0,7.0,Super,Area
1 BHK Apartment for Sale in Udhna Surat,550.0,Resale,Ready to Move,Semi-Furnished,Unknown,"East facing, vastu compliant, Good wind and duffused sunlight. Nearby School, Hospital and market.Read more",2318.0,12.8,4.0,4.0,Super,Area
Office Space for Sale in Hirabag Surat,110.0,Resale,Ready to Move,1,Unknown,Fully Furnished redy to move office like Shop in Popular are HirabagRead more,7315.0,9.5,1.0,1.0,Carpet,Area
2 BHK Apartment for Sale in vraj vihar complex koli street adajan gam Surat,800.0,Resale,Ready to Move,Semi-Furnished,East,"It is a good area and all facilities like the market, school, hospital, petrol pump, mall, metro , brts, garden and office are within 2 km from home. best price. no any issue in building and home.Read more",2500.0,25.0,1.0,4.0,Carpet,Area
1 BHK Apartment for Sale in Adajan Surat,722.0,Resale,Ready to Move,Unfurnished,Unknown,This Multistorey Apartment is located at 7th floor in a building of total 7 floors. Read more,2909.0,21.0,7.0,7.0,Super,Area
2 BHK  House for Sale in Velanja Surat,720.0,New Property,Ready to Move,Unfurnished,Unknown,"This property budget friendly,and clear environment closed",4375.0,31.5,1.0,1.0,Carpet,Area
2 BHK Builder Floor for Sale in Jahangirabad Surat,1100.0,Resale,Ready to Move,Semi-Furnished,Unknown,"2 BHK, Builder Floor Apartment is available for Sale in Jahangirabad, Surat for 39.0 Lac(s)Read more",3545.0,39.0,2.0,5.0,Super,Area
2 BHK  House for Sale in Dindoli Surat,800.0,Resale,Ready to Move,Unfurnished,Unknown,"2 BHK, Residential House is available for Sale in Dindoli, Surat for 46.0 Lac(s)Read more",5750.0,46.0,1.0,,Super,Area
1 BHK Builder Floor for Sale in Kim Surat,750.0,Resale,Ready to Move,Semi-Furnished,Unknown,"1 BHK, Builder Floor Apartment is available for Sale in Kim, Surat for 6.0 Lac(s)Read more",800.0,6.0,4.0,4.0,Super,Area
2 BHK Builder Floor for Sale in Palanpur Surat,1035.0,Resale,Ready to Move,Furnished,Unknown,"2 BHK, Builder Floor Apartment is available for Sale in Palanpur, Surat for 44.0 Lac(s)Read more",4251.0,44.0,2.0,5.0,Super,Area
2 BHK Apartment for Sale in Rustampura Surat,945.0,Resale,Ready to Move,Unfurnished,South,"Reliance mall,Apple hospital,Ashapuri mata temple, BRTS BUS STATION,Udhna darwaja,Textile market ring roadRead more",2787.0,34.0,4.0,4.0,Carpet,Area
1 BHK Villa for Sale in Sayan Surat,600.0,Unfurnished,Ready to Move,1,Unknown,"A 1 storeyed Villa is located in Sayan, Surat. Great investment for family purpose as the space is airy and has friendly neighbourhood. Major key facilities are located nearby. The Villa is newly constructed. Read more",2667.0,16.0,,,Super,Area
2 BHK  House for Sale in Kadodara Surat,1080.0,Resale,Ready to Move,Unfurnished,Unknown,"A residential house is available for sale. It is 30x36 Total Area, with 2 master bedroom, 12x12 1st Bedroom, 12x10 2nd Bedroom, 16 x 16 Hall Area.Read more",,39.0,1.0,1.0,Carpet,Area
3 BHK  House for Sale in Navagam Surat,1200.0,Resale,Ready to Move,Unfurnished,West,"Gala type 3story row house,all three floors already on rent.With dastavej , loan facility, gated societyfix priceRead more",2160.0,27.0,3.0,,Carpet,Area
2 BHK Builder Floor for Sale in Adajan Surat,1200.0,Resale,Ready to Move,Unfurnished,East,"2 BHK, Builder Floor Apartment is available for Sale in Adajan, Surat for 35.0 Lac(s)Read more",2917.0,35.0,3.0,5.0,Super,Area
Industrial Land for Sale in Surat City Surat,1318.0,Unknown,Resale,Unknown,Unknown,"1318 Sq-ft Industrial Land is available for Sale in Surat City, Surat for 22.0 Lac(s)Read more",1669.0,22.0,,,Built,Area
1 BHK Apartment for Sale in Amroli Surat,660.0,Resale,Ready to Move,Unfurnished,Unknown,Well Maintained Excellent Ventilation  Gated Community,3030.0,20.0,5.0,5.0,Super,Area
2 BHK Apartment for Sale in Amroli Surat,580.0,Resale,Ready to Move,Furnished,East,"Near Main road, Garden facing, Corner Flat, First Floor, Good road connectivityRead more",2436.0,19.0,1.0,5.0,Carpet,Area
2 BHK Apartment for Sale in Pavitra residency Surat,1165.0,Unknown,Ready to Move,Unknown,Unknown,"2 BHK, Multistorey Apartment is available for Sale in , Surat for 31.50 Lac(s)Read more",2704.0,31.5,,,Super,Area
1 BHK Builder Floor for Sale in Bhestan Surat,850.0,Resale,Ready to Move,Unfurnished,Unknown,"1 BHK, Builder Floor Apartment is available for Sale in Bhestan, Surat for 8.50 Lac(s)Read more",1000.0,8.5,1.0,4.0,Super,Area
2 BHK Builder Floor for Sale in Pasodara Surat,861.0,Resale,Ready to Move,Unfurnished,East,This Builder Floor Apartment is located at 1st floor in a building of total 4 floors. This spacious Builder Floor Apartment was constructed approx. 5 to 10 years years back.Read more,1220.0,10.5,4.0,4.0,Super,Area
1 BHK  House for Sale in Velanja Surat,440.0,Resale,Ready to Move,Unfurnished,Unknown,"1 BHK, Residential House is available for Sale in Velanja, Surat for 11.0 Lac(s)Read more",2500.0,11.0,1.0,,Super,Area
Industrial Land for Sale in Palsana Surat,1978.0,Unknown,New Property,Unknown,Unknown,"1. Prime Location at NH 8 , Palsana.2. Easy Transportation is available from the site.3. Located in an Operational Industrial Textile Area.4. NA, Plan Pass, Title  Clear.5. Easy GPCB Permission.Read more",1618.0,32.0,,,Built,Area
2 BHK  House for Sale in Bardoli Surat,1000.0,Unknown,Resale,Unknown,Unknown,"This Residential House of total  floors is meant for the purpose of Sale in Bardoli, Surat. The setting of the property is good with an excellent access to prime locations and supported by well planned infrastructure. The property will give good value to your investment. Contact immediately now for more details. Read more",4500.0,45.0,,,Super,Area
1 BHK Builder Floor for Sale in Amroli Surat,775.0,Resale,Ready to Move,Semi-Furnished,Unknown,"1 BHK, Builder Floor Apartment is available for Sale in Amroli, Surat for 16.50 Lac(s)Read more",2129.0,16.5,2.0,5.0,Super,Area
3 BHK Apartment for Sale in Gopi Pura Surat,1050.0,Resale,Ready to Move,Unfurnished,Unknown,"Discover unparalleled comfort and elegance in this 3 BHK Flat for Sale in Gopi Pura, Surat. With a spacious super area of 1050 sqft on the 3rd floor of a 10-story building, this East-facing abode is designed to offer a harmonious living experience, complemented by Vaastu compliance.Property specifications and facilitiesThe unfurnished flat comprises three bedrooms, a common Western bathroom with a geyser, and a common balcony overlooking the vibrant road below. The living cum dining area provides a warm and inviting space, while the modular kitchen with a piped gas connection and utility area is perfect for culinary enthusiasts.The flooring, adorned with marble, adds a touch of sophistication to the interiors. Convenience is key with covered parking, 24-hour water supply from both borewell and corporation sources, 100% power backup, security guards, CCTV surveillance, and two lifts for easy accessibility.LocalityStrategically located near Ambaji Road, this property is a stone's throw away from schools, hospitals, malls, supermarkets, and upcoming metro station, all within a 1-kilometer radius. Public transport is easily available, with buses and autos ensuring seamless connectivity. Don't miss out on the opportunity to make this meticulously designed flat your new home, where comfort meets convenience in the heart of Surat!Read more",2857.0,30.0,3.0,10.0,Super,Area
2 BHK Apartment for Sale in Katar Gam Surat,925.0,Resale,Ready to Move,Unfurnished,Unknown,"2 BHK, Multistorey Apartment is available for Sale in Katar Gam, Surat for 22.0 Lac(s)Read more",2378.0,22.0,3.0,4.0,Super,Area
1 BHK Apartment for Sale in Vesu Surat,500.0,Unfurnished,Ready to Move,1,Unknown,"1 BHK, Multistorey Apartment is available for Sale in Vesu, Surat for 16.0 Lac(s)Read more",,16.0,4.0,8.0,Carpet,Area
Plot/Land for Sale in Palan Pur Patiya Surat,945.0,Unknown,Co-operative Society,Unknown,Unknown,"945 Sq-ft Residential Plot is available for Sale in Palan Pur Patiya, Surat for 40.0 Lac(s)Read more",4233.0,40.0,,,Plot,Area
Shop for Sale in Varacha Surat,261.0,Resale,Ready to Move,Unknown,Unknown,"Commercial Shop is available for Sale in Varacha, Surat for 17.0 Lac(s)Read more",6513.0,17.0,3.0,4.0,Super,Area
2 BHK Builder Floor for Sale in Adajan Surat,1170.0,New Property,Ready to Move,Unfurnished,Unknown,"Nestled in the heart of Adajan, Surat, this 2 BHK builder floor presents a harmonious blend of modern comfort and convenience, offering an ideal abode for discerning homeowners seeking both style and functionality.Property SpecificationsSpanning a generous super built-up area of 1170 sqft, this meticulously crafted residence occupies the 4th floor of a well-designed complex, ensuring serene living elevated above the city's bustle. Its advantageous South-West orientation invites ample natural light and refreshing ventilation, fostering a welcoming ambiance throughout the day. The property comes fully furnished with a tasteful selection of fixed and movable furniture, including a fridge, dining table, crockery and shoe rack, Indian seating, and more, enhancing both aesthetics and functionality. Adorned with ceramic tiles, the flooring exudes a timeless appeal while ensuring effortless maintenance.Comprising 2 cozy bedrooms, the residence boasts 2 impeccably designed Western-style bathrooms, with one attached to the master bedroom and the other serving as a common convenience, each equipped with a geyser for indulgent bathing experiences. An attached balcony extends from one of the bedrooms, offering a tranquil space to unwind while overlooking the picturesque surroundings. The layout encompasses separate living and dining areas, a thoughtful addition that enhances privacy and facilitates seamless entertaining. A dedicated store room provides ample space for organizing essentials, ensuring clutter-free living. The modular kitchen is a culinary haven, featuring modern amenities such as a piped gas connection and a utility area for added convenience.FacilitiesResidents enjoy the convenience of covered parking within the premises, ensuring hassle-free vehicle storage. Ample water supply sourced from both borewell and corporation channels caters to daily needs, ensuring uninterrupted living. A lift provides easy access to all floors, enhancing accessibility for residents of all ages and abilities.LocalityStrategically positioned opposite the BSNL office, the property enjoys a prime location within Adajan, Surat, with an array of essential amenities within easy reach. Reputable schools and hospitals lie within a 2 km radius, ensuring quality education and healthcare services for residents. Shopping enthusiasts will delight in the proximity to malls and supermarkets, offering a diverse range of retail and entertainment options. Banking services and ATMs are conveniently located nearby, ensuring financial accessibility for residents. With public transportation readily available and Surat railway station just 6 km away, commuting is a breeze, connecting residents to the wider city and beyond. Read more",3248.0,38.0,4.0,4.0,Super,Area
